name,sorted_name,similar_names
Gary Cziko,cziko gary,['']
Justin Eisinger,eisinger justin,['']
Emily Suvada,emily suvada,['']
Darra Goldstein,darra goldstein,['']
Cato Institute,cato institute,['']
Philip D'Anieri,d'anieri philip,['']
Joolz Denby,denby joolz,['']
Susanna Craig,craig susanna,['Susanna Carr']
John B. Peatman,b. john peatman,['']
Susan Cooper,cooper susan,"['Susan Dosier, Susan Carter, Susan Fowler, Susan Power']"
J. Mark G. Williams,g. j. mark williams,['']
Rajmani Tigunait,rajmani tigunait,['']
Elaine Showalter,elaine showalter,['']
Aida Gabilondo,aida gabilondo,['']
Publius Papinius Statius,papinius publius statius,['']
Pam Farrel,farrel pam,['']
Fred Gipson,fred gipson,['']
Matthew Young,matthew young,['']
Winsor McCay,mccay winsor,['']
Ann K. Farmer,ann farmer k.,['']
Pia Catton,catton pia,['']
Karl Doenitz,doenitz karl,['']
James Edward Peters,edward james peters,['']
Alberto Ferreiro,alberto ferreiro,['']
Leah Feldon,feldon leah,['']
Peter Antill,antill peter,['Peter Hansell']
Stephen Le,le stephen,"['Stephen Frey, Stephen Eyre, Stephen Kern, Stephen Puleo, Stephen Miles, Stephen Law, Stephen Alter, Stephen Hess, Stephen Cole']"
Priscilla Shirer,priscilla shirer,['Priscilla Warner']
David French,david french,"['David Friend, David Muench, David Lynch, David Frei, David Franz']"
Matt Weiland,matt weiland,['']
George Lopez,george lopez,"['Rose George, George Howe, George Pérez']"
James Stuart Bell,bell james stuart,"['James Scott Bell, Stuart H. James']"
Iain Banks,banks iain,['Iain M. Banks']
Lenka Peterson,lenka peterson,"['Brenda Peterson, Jenna Petersen']"
Betsy Byars,betsy byars,['']
Willard Scott,scott willard,['']
Philip Kotler,kotler philip,['Phillip Keller']
Christopher M. McDermott,christopher m. mcdermott,['']
Eric Charry,charry eric,['']
Leon Speroff,leon speroff,['']
Michael A. Stackpole,a. michael stackpole,['']
John Gilmore,gilmore john,['']
Martin Heidegger,heidegger martin,['']
Andrew Smith,andrew smith,"['Andrew Wyeth, Andrew Keith, Andrea Smith, Andrew Scott, Andrew White, Andy Smith']"
Dave Carey,carey dave,"['Diane Carey, Dave Barry']"
Edward P. DeBerri,deberri edward p.,['']
Peter Navarro,navarro peter,['']
W. B. Russel,b. russel w.,['']
Sarah Pomeroy,pomeroy sarah,['Sarah Perry']
B. H. Liddell Hart,b. h. hart liddell,['B.h. Liddell Hart']
Kevin J. Conner,conner j. kevin,['']
Yunxiang Yan,yan yunxiang,['']
Charles C. McDougald,c. charles mcdougald,['']
Francoise Barret-Ducrocq,barret-ducrocq francoise,['']
Meri Nana-Ama Danquah,danquah meri nana-ama,['']
Zdena Kapral,kapral zdena,['']
Betty J. Eadie,betty eadie j.,['']
Greg Everett,everett greg,['Everett Grist']
W. R. Schowalter,r. schowalter w.,['']
Catherine Cookson,catherine cookson,"['Catherine Clinton, Catherine Johnson']"
Bill Sands,bill sands,['']
Sheila L. Videbeck,l. sheila videbeck,['']
Gretchen Woelfle,gretchen woelfle,['']
Kathryn O. Galbraith,galbraith kathryn o.,['']
Martin Rulandus,martin rulandus,['']
Amitav Acharya,acharya amitav,['']
Mary Logue,logue mary,['Mary Losure']
Andrew Karre,andrew karre,"['Andrew Lane, Andrew Kardon, Andrew Harvey, Andrew Ward, Andrew Jagoe']"
Howard Thurman,howard thurman,['Thomas Howard']
Katharine Mary Briggs,briggs katharine mary,['']
Forrest Church,church forrest,['']
Jeff Noon,jeff noon,['']
Alison McGhee,alison mcghee,['']
David J. Weber,david j. weber,['David Weber']
Tom Callahan,callahan tom,['John Callahan']
Linda Kemp,kemp linda,['Linda Keen']
PETER V AUTOR O ́NEIL,autor o peter v ́neil,['']
Ed Lecky-Thompson,ed lecky-thompson,['']
International African Institute,african institute international,['']
Jamie Sams,jamie sams,['']
William Packard,packard william,['Richard Williams']
Cindy Gerard,cindy gerard,['']
Peter Ilich Tchaikovsky,ilich peter tchaikovsky,['']
Samuel Cohn,cohn samuel,['Samuel Cohen']
Ann McGovern,ann mcgovern,['']
Suzette Haden Elgin,elgin haden suzette,['']
Alex Kava,alex kava,['']
Rick Marx,marx rick,['Mick Mars']
Doug Most,doug most,['']
Anne Bird,anne bird,['']
William Secord,secord william,"['William Stafford, William Sears']"
Robert Lichello,lichello robert,['Robert Littell']
Mark Twain,mark twain,['Mark Waid']
University Lecturer in French Peter Collier,collier french in lecturer peter university,['']
Jean R. Feldman,feldman jean r.,['']
Cornelius Plantinga Jr.,cornelius jr. plantinga,['']
Tia Williams,tia williams,"['Lily Williams, Ted Williams, Tom Williams, Dar Williams, Lisa Williams, Skip Williams, Sean Williams, Tad Williams, Niall Williams, Linda Williams, Juan Williams, Pat Williams, Don Williams, Kit Williams, Ed Williams, Liz Williams, Jim Williams, Joy Williams, Jay Williams, Lena Williams']"
Barry Clarke,barry clarke,['']
J. Frank Dobie,dobie frank j.,['James Frank Dobie']
Rough Guides (Firm),(firm) guides rough,['']
Joel Schalit,joel schalit,['']
Seton Lloyd,lloyd seton,['']
Nancy Chodorow,chodorow nancy,['']
David O. Hall,david hall o.,['David W. Hall']
William Cooper Nell,cooper nell william,"['James William Cooper, William James Cooper']"
Alexandra Potter,alexandra potter,"['Alexandra Freer, Alexandra Monir, Alexandra Fuller']"
Virginia Messina,messina virginia,['']
Diana Preston,diana preston,['Diana Winston']
Carol Thomas Neely,carol neely thomas,['']
John Wilkins,john wilkins,"['John Winkin, John Perkins, John Williams, John Wilson']"
Tricia Goyer,goyer tricia,"['Tricia Rose, Tricia Foley']"
Harold Myra,harold myra,['']
Gayle Forman,forman gayle,['']
Brian Clevinger,brian clevinger,['']
Karen Connelly,connelly karen,['Maureen Connolly']
Jon Flanders,flanders jon,['']
Harshad Oak,harshad oak,['']
Skip Williams,skip williams,"['Tia Williams, Sean Williams, Kit Williams, Liz Williams, Saul Williams, Jim Williams']"
"Ethel and Irvine Edelman Professor of Hebrew and Judaic Studies Lawrence H Schiffman, PH D","and and d edelman ethel h hebrew irvine judaic lawrence of ph professor schiffman, studies",['']
Carolyn Nordstrom,carolyn nordstrom,['']
Wim Schoutens,schoutens wim,['']
Michael Grieves,grieves michael,['Michael Green']
John B.. Willett,b.. john willett,['John B. Willett']
Susan Marino,marino susan,"['Susan Ring, Susan Michno, Susan Cain, Susan Minot']"
Roxy Peck,peck roxy,['']
Murdoch Books Pty Limited,books limited murdoch pty,['']
Moisés Silva,moisés silva,['José Silva']
Alan S. Evans,alan evans s.,['Alvin L. Evans']
Francis James Child,child francis james,['']
Herb Sutter,herb sutter,['']
Stuart Harrison,harrison stuart,['']
John Peacock,john peacock,['John Pollock']
John Rutherford,john rutherford,['']
Ed Greenwood,ed greenwood,['']
Sharon J. Butler,butler j. sharon,['Sharon Butler']
H. L. Mencken,h. l. mencken,['H.L. Mencken']
Wassily Kandinsky,kandinsky wassily,['']
Pamela Khipple Mulligan,khipple mulligan pamela,['']
Mark Mathew Braunstein,braunstein mark mathew,['']
Lauren Springer Ogden,lauren ogden springer,['']
James Clavell,clavell james,['Clive James']
Wendy Holden,holden wendy,['']
Malcolm Margolin,malcolm margolin,['']
Loren Wiseman,loren wiseman,['']
Jeffrey Kluger,jeffrey kluger,['']
Donald Mccaig,donald mccaig,"['Donald McCaig, Donald Scragg']"
Daniel Hopsicker,daniel hopsicker,['']
James Giblin,giblin james,"['James Hamblin, James Gosling, James Gilligan, James Gill, Jane Gitlin']"
Paul Todd,paul todd,['Todd Parr']
Graham Harman,graham harman,"['Graham Tarrant, Graham Hansen, Graham Warren']"
Herbert Ford,ford herbert,['Robert Ford']
John Chryssavgis,chryssavgis john,['']
Sharon Kahn,kahn sharon,['']
Tim F. LaHaye,f. lahaye tim,"['Tim Lahaye, Tim LaHaye']"
Diane Brady,brady diane,['']
Merriam-webster Staff,merriam-webster staff,"['Merriam-Webster, Inc. Staff']"
E. A. Ruby,a. e. ruby,['']
Maxine Brant-Collett,brant-collett maxine,['']
Richard Dellamora,dellamora richard,['']
Jane Resh Thomas,jane resh thomas,['Thomas A. Reh']
S. Atre,atre s.,['']
Andrew Gray,andrew gray,"['Andrew Arana, Andrew Grant, Andrew Murray, Andrew Gross, Andrew Greig']"
Jay Phelan,jay phelan,['']
Chretien de Troyes,chretien de troyes,['']
William T. James,james t. william,"['William M. Kramer, James Williams, William H. Gass, William R. Maples, William James, William L. Jiler, William H. Bates']"
Jean Ferris,ferris jean,['']
Zoe Heller,heller zoe,['Zoe Mellor']
Cristina Caboni,caboni cristina,['']
Kim Isaac Eisler,eisler isaac kim,['']
Tom Bradby,bradby tom,['Tom Brody']
Waylon Jennings,jennings waylon,['']
Frances Moore Lappé,frances lappé moore,['']
Jamaica Kincaid,jamaica kincaid,['']
Sherry M. Thomas,m. sherry thomas,['Thomas M. Shapiro']
Charlotte Bronte,bronte charlotte,['Charlotte Brontë']
David Z Albert,albert david z,['']
Clyde Wayne Crews,clyde crews wayne,"['Clyde Wayne Crews, Jr.']"
Russell Miller,miller russell,['Bill Russell']
Rick Atkinson,atkinson rick,['']
Marly Swick,marly swick,['']
Nolan Dennett,dennett nolan,['Ronan Bennett']
Natalie Mortimer,mortimer natalie,['']
Tess Masters,masters tess,['']
Chuck Klosterman,chuck klosterman,['']
Michael Ernest Travers,ernest michael travers,['']
Kelly Kesicki,kelly kesicki,['']
Françoise Sagan,françoise sagan,['Françoise Sabban']
Dallas W. Isom,dallas isom w.,['']
Ruth Phelan,phelan ruth,['']
Michel Faber,faber michel,"['Michael Barber, Michael Farmer, Michael Ferber, Karen Michel, Michael Farr']"
Bill Flanagan,bill flanagan,['']
Eileen Myles,eileen myles,"['Ellen Miles, Eileen Wilks, Myles Dillon']"
Thomas P. M. Barnett,barnett m. p. thomas,['']
Bruce Pandolfini,bruce pandolfini,['']
C. Norman Shealy,c. norman shealy,['']
Rebecca Moesta,moesta rebecca,['']
Daniel Cavallaro,cavallaro daniel,['']
Jon Gerrard,gerrard jon,"['Gerard Jones, Roy Gerrard']"
Robert Frodeman,frodeman robert,"['Robert Friedmann, Robert Coleman']"
Linda Edwards,edwards linda,"['Lindy Edwards, Edward Linn, Linda Howard']"
John Robson,john robson,"['Jon Ronson, John Robinson, John Robison']"
Jeff Cooper,cooper jeff,['Duff Cooper']
John Clute,clute john,['']
Julia Scheeres,julia scheeres,['']
Denny Sargent,denny sargent,['']
Chris Redston,chris redston,['']
Piero. Ri-scritture Boitani,boitani piero. ri-scritture,['']
Irene Duke,duke irene,['']
Norman Spinrad,norman spinrad,['']
Ridley Pearson,pearson ridley,['']
April Sinclair,april sinclair,['']
David A. Crowder,a. crowder david,"['David Crowder, David A. Brewer, David A. Cooper']"
Bela Bollobas,bela bollobas,['']
Ole Varmer,ole varmer,['']
Phaidon Press,phaidon press,['']
Karen Schneemann,karen schneemann,['']
David Traxel,david traxel,"['David Treuer, David Rubel, David Fraser, David Drake, David Rabe']"
Patrick Skerrett,patrick skerrett,['']
Walter J. Ciszek,ciszek j. walter,['']
Kate Braverman,braverman kate,['']
Barbara W. Tuchman,barbara tuchman w.,['']
Louis A. Leslie,a. leslie louis,['']
Daniel Abraham,abraham daniel,['']
William N. Hess,hess n. william,['William H. Gass']
Thomas Forrest Kelly,forrest kelly thomas,['']
Larry Shea,larry shea,['']
Marcia Thornton Jones,jones marcia thornton,['']
Chris D'Lacey,chris d'lacey,"[""Chris d'Lacey""]"
Alden B. Dow,alden b. dow,['']
Tom Phoenix,phoenix tom,['']
Sandy G. Couvillon,couvillon g. sandy,['']
Mary Ann Cameron,ann cameron mary,['']
Charlotte S. Huck,charlotte huck s.,['Charlotte Hughes']
Marja Mogk,marja mogk,['']
Gary R. Gruber,gary gruber r.,['']
Robert M.. March,m.. march robert,['Robert M. March']
Sharon L. Johnson,johnson l. sharon,['']
Patricia Moyes,moyes patricia,['Patricia Owens']
David J. Adams,adams david j.,['David John Adams']
Kathy Zawadzki,kathy zawadzki,['']
"Thomas P. Lowry, M. D.","d. lowry, m. p. thomas",['']
Pamela Clemit,clemit pamela,['']
Vernor Vinge,vernor vinge,['']
J. A. Sethian,a. j. sethian,['']
Jessie Redmon Fauset,fauset jessie redmon,['']
Mary Ray,mary ray,['Gary May']
Bob DeWaay,bob dewaay,['']
Library of Congress Staff,congress library of staff,"['The Library of Congress, Library of Congress']"
Sam Kean,kean sam,['']
J. Erickson,erickson j.,"['Jim Erickson, John Erickson']"
Matthew Bortolin,bortolin matthew,['']
David Alexander Brannan,alexander brannan david,['']
Melinda Blanchard,blanchard melinda,['']
Belinda Bauer,bauer belinda,['']
Wright Morris,morris wright,['']
Melanie Klein,klein melanie,['']
Tamara Kear,kear tamara,['']
Lavyrle Spencer,lavyrle spencer,['LaVyrle Spencer']
Seymour M. Hersh,hersh m. seymour,['Seymour Hersh']
"Joiner Assocs., Inc. Staff","assocs., inc. joiner staff",['']
Kendall F. Haven,f. haven kendall,['']
John N Mather,john mather n,['']
Israel Regardie,israel regardie,['']
Thomas Palotas,palotas thomas,['']
Janet Elizabeth Rickert,elizabeth janet rickert,['']
Rod Manis,manis rod,['']
Siegfried Sassoon,sassoon siegfried,['']
Desmond Seward,desmond seward,['']
Junʼichirō Tanizaki,junʼichirō tanizaki,['Junichiro Tanizaki']
John L. Mckenzie,john l. mckenzie,['']
Seth D. Grossman,d. grossman seth,['']
Jay Greenberg,greenberg jay,"['Jan Greenberg, Paul Greenberg']"
Donald O. Bolander,bolander donald o.,['']
Sarah Morgenthaler,morgenthaler sarah,['Sally Morgenthaler']
Laura Krauss Melmed,krauss laura melmed,['']
John Creasey,creasey john,"['John Case, John Carey, John Crowley, John Fraser, John Hersey']"
Jerry M. Linenger,jerry linenger m.,['']
Richard Rohr,richard rohr,"['Richard Roach, Richard Ruff, Richard Rorty, Richard Roeper, Richard Rutt, Richard Wool, Richard Roper']"
Penny Birch,birch penny,['']
Leonard Susskind,leonard susskind,['']
Lou Eppolito,eppolito lou,['']
Mary Ann Winkowski,ann mary winkowski,['']
Ford Madox Ford,ford ford madox,['Ford Maddox Ford']
Young Ick Lew,ick lew young,['']
Carolina De Robertis,carolina de robertis,['']
Nancy Bartholomew,bartholomew nancy,['']
Jane Grigson,grigson jane,['Jane Alison']
John Blacking,blacking john,['']
Orville Schell,orville schell,['']
Michael J. Daley,daley j. michael,"['Michael J. Gelb, Michael F. Carey, Michael J. Corey, Michael J. Dear, Michael D. Cole, Michael J. Cudahy, Michael D. Bauer, Michael Daly, Michael J. Crawley, Michael J. Arlen, Michael J. Behe, Michael L. Hadley']"
Jeanne Kalogridis,jeanne kalogridis,['']
Martin Walters,martin walters,"['Martin Palmer, Martin Walker']"
Gigi Amateau,amateau gigi,['']
Thomas Gilovich,gilovich thomas,['']
Steven Saylor,saylor steven,['']
J Daniels,daniels j,['Jim Daniels']
A. E. van Vogt,a. e. van vogt,['']
Rebecca West,rebecca west,"['Rebecca Wells, Rebecca Wat']"
Joyce Hansen,hansen joyce,['']
Jex Lane,jex lane,['Joel Lane']
Dennis Bennett,bennett dennis,['Dennis J. Bennett']
John C. Lennox,c. john lennox,['']
Columbia University. College of Physicians and Surgeons,and college columbia of physicians surgeons university.,['']
Ivor Horton,horton ivor,['']
Fredrik Logevall,fredrik logevall,['']
Robert K. DeArment,dearment k. robert,['']
Phyllis Curott,curott phyllis,['']
Michael Kerrisk,kerrisk michael,"['Michael Harrison, Michael Dorris, Michael Kernicki']"
Jodi Compton,compton jodi,['']
Stephen F. Knott,f. knott stephen,"['Stephen D. Fitt, Stephen Arnott']"
Miss Read,miss read,['']
Ellen McCarthy,ellen mccarthy,"['Erin McCarthy, Helen McCarthy']"
Peter Joffre Nye,joffre nye peter,['']
"Tian Ran Lin, PhD","lin, phd ran tian",['']
Jacobo Timerman,jacobo timerman,['']
Lynn Keller,keller lynn,['']
Leon Hale,hale leon,['']
Renato Vesco,renato vesco,['']
Karen Goldman,goldman karen,"['James Goldman, Laurence Goldman']"
The Unabomber,the unabomber,['']
Theodore V. Olsen,olsen theodore v.,['']
Jean Stilwell Peccei,jean peccei stilwell,['']
Colette Bouchez,bouchez colette,['']
Sandford Lyne,lyne sandford,['']
Sarah Dening,dening sarah,"['Sarah Levine, Sarah Henning, Sarah Dunant']"
Andrew Murray,andrew murray,['Andrew Gray']
Michael Doyle,doyle michael,"['Michael Dahl, Michael Hoeye, Michael Goold, Michael Dobbs, Michael Cole, Michael Daly, Michael D. Lee, Michael Dell, Michael Loewe']"
Bisco Hatori,bisco hatori,['']
Steve Ross,ross steve,"['Steven Rost, Steve Russo, Steve Bass, Ross Steele']"
Alfie Kohn,alfie kohn,['']
Morris Rossabi,morris rossabi,['']
Tim McCarthy,mccarthy tim,"['Wil McCarthy, Pat McCarthy']"
Walter A. Henrichsen,a. henrichsen walter,['']
Laurie R. King,king laurie r.,['']
Saladin Ahmed,ahmed saladin,['']
AIC (Firm),(firm) aic,['']
Sammi Carter,carter sammi,['Jimmy Carter']
Hallie Ephron,ephron hallie,['']
Mark Ciampa,ciampa mark,['']
Dennis L. Breo,breo dennis l.,['']
James B. Richards,b. james richards,"['Ramesh P. Richard, Jack C. Richards, James Richards']"
Matt Redman,matt redman,['']
Volker Riess,riess volker,['']
Jock Sturges,jock sturges,['']
JoAnn Loulan,joann loulan,['']
Murray Chandler,chandler murray,['']
Richard G. Beauchamp,beauchamp g. richard,['']
Zhigang Xiang,xiang zhigang,['Liang  Zhang']
Mark J. P. Anson,anson j. mark p.,['']
Lee Purcell,lee purcell,['Lisa Purcell']
Michael Andre-Driussi,andre-driussi michael,['']
Ed. Miller,ed. miller,['Ed Miller']
Joline Godfrey,godfrey joline,['']
George Takei,george takei,"['George Mikes, George Mase, Mike George, George Packer']"
Peter Sisco,peter sisco,"['Peter Sis, Peter Saccio']"
Alastair McEwen,alastair mcewen,['']
Ellen G. White,ellen g. white,['Ellen Gould White']
George Bibel,bibel george,"['Bill George, George Dippel, George Baker']"
George H. Harrison,george h. harrison,['']
Susan E. Davis,davis e. susan,['']
John La Valle,john la valle,['']
Don Voorhees,don voorhees,['']
Robert Traver,robert traver,"['Robert Tinker, Robert Weaver, Robert Traill']"
Paul McGuire,mcguire paul,['']
Arthur H. Lewis,arthur h. lewis,['']
Marshal Younger,marshal younger,['']
Frank Tannenbaum,frank tannenbaum,['']
Susan M. Visser,m. susan visser,['']
Timothy B. Tyson,b. timothy tyson,['']
Cynthia Anne Scott,anne cynthia scott,['']
David K. Shipler,david k. shipler,"['David S. Shrager, David R. Shaffer']"
John Millar Carroll,carroll john millar,['John Phillip Carroll']
Matt de la Peña,de la matt peña,['']
Steven E. Ozment,e. ozment steven,['Steven Ozment']
Jeff Haden,haden jeff,['']
William Missouri Downs,downs missouri william,['']
Sylvia Anderson Price,anderson price sylvia,['']
Matsuri Hino,hino matsuri,['']
Paul Stamets,paul stamets,['']
John French,french john,['']
Claire Davis,claire davis,"['David Blair, David Clark']"
Gregory S. Girolami,girolami gregory s.,['']
Leon Bing,bing leon,['']
Joan Parisi Wilcox,joan parisi wilcox,['']
Patt Levine,levine patt,['']
Arrol Gellner,arrol gellner,['']
Howard Galley,galley howard,['']
John Hubner,hubner john,['John Brunner']
George R. McGhee,george mcghee r.,['']
Amy Wallace,amy wallace,"['James Wallace, Paul Wallace, Adam Wallace, Nancy Wallace']"
Sheila Fitzpatrick,fitzpatrick sheila,['Sonya Fitzpatrick']
Machado de Assis,assis de machado,['']
Marshall Clagett,clagett marshall,['Marshall Everett']
David J. Roxburgh,david j. roxburgh,['']
HelenKay Dimon,dimon helenkay,['']
Morgan Llywelyn,llywelyn morgan,['']
